Element ID,Name,Description,Applies To,Data Type,Data Size,R4 Resource,R4 Element,R4 FhirPath,R4 Discriminator,R4 Example,R4 Additional,R4 Derived,R4 Notes,CCW Mapping,CCLF Mapping,BFD Table Type,BFD Column Name,BFD Java Field Name,AB2D,BB2,BCDA,BFD,DPC,Synthetic Data
233,Procedure Code 12 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[11].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD12,,CLAIM,icd_prcdr_vrsn_cd12,procedure12CodeVersion,X,X,,X,X,X
234,Procedure Code 13 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[12].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD13,,CLAIM,icd_prcdr_vrsn_cd13,procedure13CodeVersion,X,X,,X,X,X
235,Procedure Code 14 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[13].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD14,,CLAIM,icd_prcdr_vrsn_cd14,procedure14CodeVersion,X,X,,X,X,X
236,Procedure Code 15 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[14].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD15,,CLAIM,icd_prcdr_vrsn_cd15,procedure15CodeVersion,X,X,,X,X,X
237,Procedure Code 16 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[15].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD16,,CLAIM,icd_prcdr_vrsn_cd16,procedure16CodeVersion,X,X,,X,X,X
238,Procedure Code 17 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[16].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD17,,CLAIM,icd_prcdr_vrsn_cd17,procedure17CodeVersion,X,X,,X,X,X
239,Procedure Code 18 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[17].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD18,,CLAIM,icd_prcdr_vrsn_cd18,procedure18CodeVersion,X,X,,X,X,X
240,Procedure Code 19 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[18].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD19,,CLAIM,icd_prcdr_vrsn_cd19,procedure19CodeVersion,X,X,,X,X,X
241,Procedure Code 2 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[1].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,"[\n  {\n    ""system"": ""http://www.cms.gov/Medicare/Coding/ICD10"",\n    ""code"": ""CD1YYZZ"",\n    ""display"": ""PLANAR NUCL MED IMAG OF DIGESTIVE SYS USING OTH RADIONUCLIDE""\n  }\n]",,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD2,,CLAIM,icd_prcdr_vrsn_cd2,procedure2CodeVersion,X,X,,X,X,X
242,Procedure Code 20 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[19].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD20,,CLAIM,icd_prcdr_vrsn_cd20,procedure20CodeVersion,X,X,,X,X,X
243,Procedure Code 21 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[20].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD21,,CLAIM,icd_prcdr_vrsn_cd21,procedure21CodeVersion,X,X,,X,X,X
244,Procedure Code 22 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[21].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD22,,CLAIM,icd_prcdr_vrsn_cd22,procedure22CodeVersion,X,X,,X,X,X
245,Procedure Code 23 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[22].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD23,,CLAIM,icd_prcdr_vrsn_cd23,procedure23CodeVersion,X,X,,X,X,X
246,Procedure Code 24 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[23].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD24,,CLAIM,icd_prcdr_vrsn_cd24,procedure24CodeVersion,X,X,,X,X,X
247,Procedure Code 25 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[24].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD25,,CLAIM,icd_prcdr_vrsn_cd25,procedure25CodeVersion,X,X,,X,X,X
248,Procedure Code 3 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[2].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,"[\n  {\n    ""system"": ""http://www.cms.gov/Medicare/Coding/ICD10"",\n    ""code"": ""2W52X6Z"",\n    ""display"": ""REMOVAL OF PRESSURE DRESSING ON NECK""\n  }\n]",,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD3,,CLAIM,icd_prcdr_vrsn_cd3,procedure3CodeVersion,X,X,,X,X,X
249,Procedure Code 4 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[3].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,"[\n  {\n    ""system"": ""http://www.cms.gov/Medicare/Coding/ICD10"",\n    ""code"": ""BP17ZZZ"",\n    ""display"": ""FLUOROSCOPY OF LEFT SCAPULA""\n  }\n]",,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD4,,CLAIM,icd_prcdr_vrsn_cd4,procedure4CodeVersion,X,X,,X,X,X
250,Procedure Code 5 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[4].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,"[\n  {\n    ""system"": ""http://www.cms.gov/Medicare/Coding/ICD10"",\n    ""code"": ""D9YD8ZZ"",\n    ""display"": ""HYPERTHERMIA OF NASOPHARYNX""\n  }\n]",,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD5,,CLAIM,icd_prcdr_vrsn_cd5,procedure5CodeVersion,X,X,,X,X,X
251,Procedure Code 6 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[5].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,"[\n  {\n    ""system"": ""http://www.cms.gov/Medicare/Coding/ICD10"",\n    ""code"": ""F00ZCKZ"",\n    ""display"": ""APHASIA ASSESSMENT USING AUDIOVISUAL EQUIPMENT""\n  }\n]",,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD6,,CLAIM,icd_prcdr_vrsn_cd6,procedure6CodeVersion,X,X,,X,X,X
252,Procedure Code 7 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[6].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD7,,CLAIM,icd_prcdr_vrsn_cd7,procedure7CodeVersion,X,X,,X,X,X
253,Procedure Code 8 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[7].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD8,,CLAIM,icd_prcdr_vrsn_cd8,procedure8CodeVersion,X,X,,X,X,X
254,Procedure Code 9 Version,The code used to indicate if the procedure code is ICD-9 or ICD-10.,Inpatient;Outpatient;SNF,CHAR,1,ExplanationOfBenefit,procedure[N].procedureCodeableConcept.coding[N].system,procedure[8].procedureCodeableConcept.coding.where(system='http://www.cms.gov/Medicare/Coding/ICD10').system,,,,IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://hl7.org/fhir/sid/icd-9-cm'  THEN procedure code is ICD-9.  IF eob.procedure[N].procedureCodeableConcept.coding[N].system = 'http://www.cms.gov/Medicare/Coding/ICD10'  THEN procedure code is ICD-10,,ICD_PRCDR_VRSN_CD9,,CLAIM,icd_prcdr_vrsn_cd9,procedure9CodeVersion,X,X,,X,X,X
255,Operating Indirect Medical Education Amount,"This is one component of the total amount that is payable on PPS claims, and reflects the IME (indirect medical education) payments for operating expenses (such as labor) for the claim.",Inpatient,NUM,12,ExplanationOfBenefit,extension[N].valueMoney.value,extension.where(url = 'https://bluebutton.cms.gov/resources/variables/ime_op_clm_val_amt').valueMoney.value,extension[N].url = 'https://bluebutton.cms.gov/resources/variables/ime_op_clm_val_amt',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/ime_op_clm_val_amt"",\n    ""valueMoney"": {\n      ""value"": 66125.51,\n      ""currency"": ""USD""\n    }\n  }\n]",eob.extension[N].valueMoney.currency = 'USD',,,IME_OP_CLM_VAL_AMT,CCLF1.CLM_OPRTNL_IME_AMT,CLAIM,ime_op_clm_val_amt,indirectMedicalEducationAmount,,X,X,X,X,X
256,Low Income Cost Sharing Subsidy Amount,This is the amount of cost sharing for the drug that was paid by the Part D low-income subsidy (LICS). This field contains plan-reported amounts per drug event; CMS uses this information to reconcile the prospective payments it makes to Part D plans for expected low-income cost sharing with the actual amounts incurred by the plans.,PDE,NUM,10,ExplanationOfBenefit,item[N].adjudication[N].amount.value,item[%n].adjudication.where(category.coding.where(code = 'https://bluebutton.cms.gov/resources/variables/lics_amt')).amount.value,item[N].adjudication[N].category.coding[N].system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication';item[N].adjudication[N].category.coding[N].code = 'https://bluebutton.cms.gov/resources/variables/lics_amt',"[\n  {\n    ""category"": {\n      ""coding"": [\n        {\n          ""system"": ""http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication"",\n          ""code"": ""discount"",\n          ""display"": ""Discount""\n        },\n        {\n          ""system"": ""https://bluebutton.cms.gov/resources/codesystem/adjudication"",\n          ""code"": ""https://bluebutton.cms.gov/resources/variables/lics_amt"",\n          ""display"": ""Amount paid for the PDE by Part D low income subsidy""\n        }\n      ]\n    },\n    ""amount"": {\n      ""value"": 122.23,\n      ""currency"": ""USD""\n    }\n  }\n]",(eob.item[N].adjudication[N].category.coding[N].system = 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication';eob.item[N].adjudication[N].category.coding[N].code = 'discount';eob.item[N].adjudication[N].category.coding[N].display = 'Discount');eob.item[N].adjudication[N].category.coding[N].display = 'Amount paid for the PDE by Part D low income subsidy';eob.item[N].adjudication[N].amount.currency = 'USD',,,LICS_AMT,,CLAIM LINE,lics_amt,lowIncomeSubsidyPaidAmount,,X,,X,X,X
257,First Expense Date,Beginning date (1st expense) for this line-item service on the non-institutional claim.,Carrier;DME,DATE,8,ExplanationOfBenefit,item[N].servicedPeriod.start OR  item[N].servicedDate,"iif(item.servicedPeriod.exists(),item.servicedPeriod,item.servicedDate)",,"[\n  {\n    ""start"": ""1999-10-27"",\n    ""end"": ""1999-10-27""\n  }\n]",,IF both firstExpenseDate and lastExpenseDate are populated then it will be stored in eob.item[N].servicedPeriod.start. IF only firstExpenseDate is populated then it will be stored in eob.item[N].servicedDate.,,LINE_1ST_EXPNS_DT,CCLF5.CLM_LINE_FROM_DT,CLAIM LINE,line_1st_expns_dt,firstExpenseDate,X,X,X,X,X,X
258,Line Allowed Charge Amount,The amount of allowed charges for the line-item service on the non-institutional claim.,Carrier;DME,NUM,12,ExplanationOfBenefit,item[N].adjudication[N].amount.value,item[%n].adjudication.where(category.coding.where(system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication' and code = 'https://bluebutton.cms.gov/resources/variables/line_alowd_chrg_amt')).amount.value,item[N].adjudication[N].category.coding[N].system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication';item[N].adjudication[N].category.coding[N].code = 'https://bluebutton.cms.gov/resources/variables/line_alowd_chrg_amt',"[\n  {\n    ""category"": {\n      ""coding"": [\n        {\n          ""system"": ""http://terminology.hl7.org/CodeSystem/adjudication"",\n          ""code"": ""eligible"",\n          ""display"": ""Eligible Amount""\n        },\n        {\n          ""system"": ""https://bluebutton.cms.gov/resources/codesystem/adjudication"",\n          ""code"": ""https://bluebutton.cms.gov/resources/variables/line_alowd_chrg_amt"",\n          ""display"": ""Line Allowed Charge Amount""\n        }\n      ]\n    },\n    ""amount"": {\n      ""value"": 47.84,\n      ""currency"": ""USD""\n    }\n  }\n]",(eob.item[N].adjudication[N].category.coding[N].system = 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication';eob.item[N].adjudication[N].category.coding[N].code = 'eligible';eob.item[N].adjudication[N].category.coding[N].display = 'Eligible Amount');eob.item[N].adjudication[N].category.coding[N].display = 'Line Allowed Charge Amount';eob.item[N].adjudication[N].amount.currency = 'USD',,,LINE_ALOWD_CHRG_AMT,CCLF5.CLM_LINE_ALOWD_CHRG_AMT,CLAIM LINE,line_alowd_chrg_amt,allowedChargeAmount,,X,X,X,X,X
259,Line Payment Amount to Beneficiary,The payment (reimbursement) made to the beneficiary related to the line-item service on the non-institutional claim.,Carrier;DME,NUM,12,ExplanationOfBenefit,item[N].adjudication[N].amount.value,item[%n].adjudication.where(category.coding.where(system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication' and code = 'https://bluebutton.cms.gov/resources/variables/line_bene_pmt_amt')).amount.value,item[N].adjudication[N].category.coding[N].system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication';item[N].adjudication[N].category.coding[N].code = 'https://bluebutton.cms.gov/resources/variables/line_bene_pmt_amt',"[\n  {\n    ""category"": {\n      ""coding"": [\n        {\n          ""system"": ""http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication"",\n          ""code"": ""paidtopatient"",\n          ""display"": ""Paid to patient""\n        },\n        {\n          ""system"": ""https://bluebutton.cms.gov/resources/codesystem/adjudication"",\n          ""code"": ""https://bluebutton.cms.gov/resources/variables/line_bene_pmt_amt"",\n          ""display"": ""Line Payment Amount to Beneficiary""\n        }\n      ]\n    },\n    ""amount"": {\n      ""value"": 0,\n      ""currency"": ""USD""\n    }\n  }\n]",(eob.item[N].adjudication[N].category.coding[N].system = 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication';eob.item[N].adjudication[N].category.coding[N].code = 'paidtoprovider';eob.item[N].adjudication[N].category.coding[N].display = 'Paid to Provider');eob.item[N].adjudication[N].category.coding[N].display = 'Line Payment Amount to Beneficiary';eob.item[N].adjudication[N].amount.currency = 'USD',,,LINE_BENE_PMT_AMT,,CLAIM LINE,line_bene_pmt_amt,beneficiaryPaymentAmount,,X,,X,X,X
260,Line Primary Payer Code,The code specifying a federal non-Medicare program or other source that has primary responsibility for the payment of the Medicare beneficiary's medical bills relating to the line-item service on the non-institutional claim.,Carrier;DME,CHAR,1,ExplanationOfBenefit,item[N].extension[N].valueCoding.code,item[%n].extension.where(url='https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd').valueCoding.code,item[N].extension[N].url = 'https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd',"[\n  {\n    ""url"": ""https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd"",\n    ""valueCoding"": {\n      ""system"": ""https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd"",\n      ""code"": ""E"",\n      ""display"": ""Workers' compensation""\n    }\n  }\n]",eob.item[N].extension[N].valueCoding.display = {corresponding description from valueset specified in .system},,,LINE_BENE_PRMRY_PYR_CD,CCLF5.CLM_LINE_PRMRY_PYR_CD,CLAIM LINE,line_bene_prmry_pyr_cd,primaryPayerCode,,X,X,X,X,
261,Line Primary Payer Paid Amount,"The amount of a payment made on behalf of a Medicare beneficiary by a primary payer other than Medicare, that the provider is applying to covered Medicare charges for to the line-item service on the non-institutional claim.",Carrier;DME,NUM,12,ExplanationOfBenefit,item[N].adjudication[N].amount.value,item[%n].adjudication.where(category.coding.where(system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication' and code = 'https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_pd_amt')).amount.value,item[N].adjudication[N].category.coding[N].system = 'https://bluebutton.cms.gov/resources/codesystem/adjudication';item[N].adjudication[N].category.coding[N].code = 'https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_pd_amt',"[\n  {\n    ""category"": {\n      ""coding"": [\n        {\n          ""system"": ""http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication"",\n          ""code"": ""priorpayerpaid"",\n          ""display"": ""Prior payer paid""\n        },\n        {\n          ""system"": ""https://bluebutton.cms.gov/resources/codesystem/adjudication"",\n          ""code"": ""https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_pd_amt"",\n          ""display"": ""Line Primary Payer (if not Medicare) Paid Amount""\n        }\n      ]\n    },\n    ""amount"": {\n      ""value"": 0,\n      ""currency"": ""USD""\n    }\n  }\n]","(eob.item[N].adjudication[N].category.coding[N].system = 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication';eob.item[N].adjudication[N].category.coding[N].code = 'priorpayerpaid',;eob.item[N].adjudication[N].category.coding[N].display' : 'Prior payer paid');eob.item[N].adjudication[N].category.coding[N].display = 'Line Primary Payer (if not Medicare) Paid Amount';eob.item[N].adjudication[N].amount.code = 'USD'",,,LINE_BENE_PRMRY_PYR_PD_AMT,,CLAIM LINE,line_bene_prmry_pyr_pd_amt,primaryPayerPaidAmount,,X,,X,X,X
